post_id,title,content,like_count,category,keyword
39,李娟真的太会写了，这段看得我泪流满面😭 - 小红书,我不得安宁。 无论生活在多么偏远僻静的地方， 我的心都不得安宁。 我最嘈杂，最贪婪。 我与眼下这世界格格不入。 眼下世界里，青草顶天而生， 爬虫昼追日，夜逐月。 风是透明的河流，雨是冰凉的流星。 只有我最简陋，最局促。 我酝酿出一份巨大的悲哀， 却流不出几行眼泪。 我全面坦露自己的软弱， 捶胸顿足，小丑般无理取闹。 可万物充耳不闻。 我无数遍讲诉自己的孤独， 又讲诉千万人的万种孤独。 越讲越尴尬，独自站在地球上，无法收场。 ——李娟《遥远的向日葵地》 #读书 #情感 #孤独 #美文#文学 #书籍#李娟 #治愈书单 #好句摘抄分享 #遥远的向日葵地#我被文字感动了 #文学的力量 #infj #治愈系散文,20905,情感故事,治愈文案
40,好喜欢这一句话 - 小红书,- 晒透、吸饱这世界的丰盛。 Bask to the full and soak up the abundance of the world. - “晒透、吸饱这世界的丰盛。被感召着越走越远，直至我的小径没入黑暗。” 我想，固执的迈入这生命，然后，追着光，迎着风，热烈肆意的走一遭，活一次，最后滚烫着离开，就是我们来到这个世界的意义吧。 - #大大方方做自己 #我会被文字打动 #文字的力量 #每日分享 #中英双语 #读书 #文案 #治愈 #成长 #Allin我自己,627,情感故事,治愈文案
1,雨季不再来,没有任何词句能比“雨季不再来”更好的形容我每次回顾青春往事时的心情。 	 生命中曾奉为圭臬的沉默、不能开解的结、和自以为天长地久的隐痛居然都随着雨季的结束消失殆尽。曾折磨我不得安睡的理想和恐惧如今成了我生命中平静的湖泊。我依旧追寻它们，却不再迷恋。 	 在偶尔的书写和表达以及更长时间的沉默中，会梦见高中时的人和事。我最想逃离的自己，你如今过得还好吗？ 	 原来一切就像我曾写过的那样，在没有生长痛的夜晚，人才能品味到青春的回甘。 —— 亲爱的echo，感谢你写下《雨季不再来》 	 #随笔 #原创随笔 #我会被文字打动 #青春 #girlstalk #爱是 #三毛 #icity #漫长的雨季 #回忆,7077,情感故事,青春随笔
2,她是我十七岁左胸口的一拓淤青。,写一点青橘味的、爱与伤痛辨不分明的高中时代，两个女孩子的故事。 - “如果你看我的电影/听我爱的CD/如果你能带我一起旅行。” “如果你会开始相信/这般恋爱心情/如果你能给我如果的事。” ——范玮琪/张韶涵《如果的事》 - 看向她的时候发现她也正看向我，眼睛黑白分明，专注得仿佛整个世界里只有我的身影。对视了几秒后，我们不由自主地笑起来。于是我的心动和无措被很好地掩饰，在很久很久之后我想起它们，它们才会被这样定义。而她是我十七岁左胸口上的一拓淤青，只有我走出了那些季节，才会意识到自己止步不前的种种，承认自己不够坦诚的内心，以及离开她后我后知后觉的疼痛——但我也同时知道，是她让我见到了与过去全然不同的四季，让我开始相信，旷远的岁月里永远存在一个名为爱的支点。 最后的最后，手机屏幕亮起，弹出的是她的回复。 她说。好，那就冬天见。 	 #短篇 #文章 #原创 #原创随笔 #小说 #我会被文字打动 #碎碎念 #青春 #INFJ,19766,情感故事,青春随笔
3,《苦橙子》｜致每个女孩失声的青春期,“当语言失效时，身体便开始尖叫” 这篇文字写起来很痛苦，但我希望大家都能自己治愈自己，咽下苦橙子，用声音代替咳嗽， 让那些“未发出的声音”都可以被听到#原创随笔 #原创短篇小说#青春期 #谁的青春不迷茫  #girltalk #软柿子疯起来,4618,情感故事,青春随笔
4,“与我在世界的角落渺小又清晰地共振”,二十岁，洋流与季风会将我们的二十岁吹彻至哪座城市。你在晚自习课间曾与我提起的明亮未来，我们抵达了吗。还有那时曾以为不可逾越的重山万壑，时过境迁后再回看，我们会不会喟叹自己当下的热烈与勇敢。而如果那时也是一个雨汽未歇的秋夜，落叶还未纷飞不绝，我们坐在长椅上共同拆阅这封信，在你看到这里的时候，我会重新与你提起关于爱、自由、恳切，和你说其实永远并不遥远，它的起始日期是许多年前的这个夏天。 	 #原创 #随笔 #情感文案 #祝福文案 #青春 #浪漫生活的记录者 #夏天 #约稿展示请勿使用  #infj #infp,1202,情感故事,青春随笔
5,只是那时，歇斯底里的声音覆盖住了意义,只是那时，歇斯底里的声音覆盖住了意义。 	 学生时代是喧豗而轰然的。响了很久的上课铃在老师的谩骂声中渐渐消失，我们只能用笔尖反复摩挲着纸面来转移注意力。苦口婆心的教诲听了无数遍，却还是选择在大道理面前沉默，陷入无边的题海。 	 晚自习时，各个班级里的英语听力交错播放。教室里的灯光明晃晃的，与窗外的夜幕截然不同。车水马龙在耳边萦回，鸣笛声不断，成为一种属于晚自习的背景音。每每此刻，我总是会在心里默默想着：可不可以，把我，连同我的梦想一起带走？ 	 白昼里那些被埋藏的情绪，被淹没的委屈，在此刻也纷纷复活。我们开始在心里喋喋不休，有些话欲言又止，化为眼泪掉落。 	 但那是自由也有迹可循。夜阑人静时，走廊里依旧人满为患，昏黄的灯光将梦想的影子拖得好长好长。我们总是高谈阔论着，未来与以后，岁月与流年，总觉得多年后听起来也像是弹指之间。 却忘了，此时此刻，愿景与如今重叠的瞬间，才是最伟大的永远。 	 我们歇斯底里，总在故事的最后，才明白苦海的波澜起伏。 	 #Icelume #文字 #随笔 #我们永远在这里 #学生时代 #青春 #爱 #苦海 #学海无涯苦作舟 #那时的我们不懂永远,476,情感故事,青春随笔
6,命运，某天我也想将你轻描淡写,十三岁，我拥有一颗感伤的心脏，为命运多舛而叹气 	 命运，某天我也想将你轻描淡写。存放在日记本里，像一滴泪缓缓划过脸颊。可是，你偏偏在痛苦而孤独的周折里，与我纠缠不清，从纸页的文字里洇开，化作连绵的雨季，打湿了为幸福封存的留白。于是，痛苦拥抱了我，成为十三岁的底色 	 痛苦的气息越来越清晰，幸福的脚步便越来越急促 	 漫长的十三岁里，为什么幸福总是短暂？随着成长一并而来的是沉重心事，填满了生命的纹理，透支了鲜活的期待。藏不住的心事生长为一棵树，停驻在我的心脏，扎得很深很深。在泪水的雨季里，树杈延向了小小的天，遮得密不透风。我开始感受不到世界的喧嚣，只剩下安静的痛苦 	 我的十三岁和雨有一个共同点，青涩而仓促 	 我试图用敏感的心感知这个世界，代替迟顿的感官。然而然而，世界对我太清晰。清晰到难以承受幸福的分量，只剩下丰盈的痛苦，慢慢涌入心脏的那片干涸地，充沛成一片苦涩的海 	 我的痛，我的泪，我的伤被欲言又止，如鲠在喉。十三岁的我沉默着接下一切，只为幸福降临时稳稳落地，长久拥有 	 于是，我不再哭泣，幸福像雨下个不停 	 #命运 #随笔 #原创随笔 #上热门 #寄秋戏雾 图源于@Lethe 最近可能会多次重发,22962,情感故事,青春随笔
7,人类最不擅长的事是说再见,人类最不擅长的事是说再见。 	 “再见”这个字真的好神奇。它太轻了，像是从口齿之间轻飘飘地叹出来的，飞到未知的远方。它又太重了，落在似水年华里，像一滴积攒已久的泪珠坠落到轻薄的纸上，晕开的是我们的百感交集。又像是重若千钧的陨石毫无征兆地降落在土地上，留下难以填平的沟壑。 	 “再见”说出口时，周围的空气仿佛都染上了悲情的色彩。我感受到，江海在吐纳，世界在叹息，宇宙在无情地吸吮着时间。 	 我想，再见这个词，大抵也有很悠久的历史吧。它囊括了太多太多，跨越了王朝的更迭和四季的变迁，从光年之外走向我们眼前，见证着我们从一开始的犹豫不决到后来的落子无悔。 	 毕业典礼那天，很多事情被带上了“最后一次”的前缀。最后一张合照，最后一次拥抱，最后一次和你说再见，最正式、最有温度的再见。我看着你眼睛里的我自己变得越来越小，看着你的背影，默默地说出了道别的话语。 随后迎来的，是泪眼婆娑。 	 “再见”这个词，早已穿透了我们生命的涟漪，穿梭在跌宕起伏之间。 	 我们该说再见，还是再也不见呢？ 	 #文字 #随笔 #我们还会再见的 #人总要离别 #Icelume #爱 #青春 #再见 #离别 #所以说永远多长,5148,情感故事,青春随笔
8,“人生是一场巨大的后知后觉”,其实那次，和她的蕞后一面，我是没想到的。分别的时候，她站在车站的台阶前，还同我道：“不要不记得我，不管以后见不见得了，你都要开心。” 	 那时我笑着说：“怎么可能！”可时光过境，她的声音越来越逼真地盘旋在心底，这是我后知后觉才听见的诺言，以及那个少女模糊的回响。 这样的告别在每个夜晚都更清晰，潜入旧梦，潜入雨夜。过去的声音像一台老旧的收音机，断断续续地播着回忆。只不过，等到信号清晰时，那些当时觉得微不足道的瞬间，早已成了刺痛心尖的遗憾。 #原来我们就是青春 #治愈 #成长 #情感 #原创随笔 #约稿展示 #命运的子弹正中眉心 #校园 #人总是要长大 #文字 @校园薯 @小红书创作助手,2052,情感故事,青春随笔
9,“趁夏日未完结 趁我们还深信不疑明天”,像行过雨水满溢的节气却只持一柄单薄旧伞，过往的刻痕遗留下湿漉漉的脉络，拂不尽的水汽如同年复一年困住我的嶙峋山峦。 我依旧被反复困在那座山。 	 #原创 #随笔 #情感 #文案 #文字的力量 #青春 #遗憾 #毕业 #浪漫生活的记录者 #infj,1095,情感故事,青春随笔
10,天地霏雨  人与人 藕断丝连,#文字 #随笔 #原创 #情感共鸣 #inmyfeelings #fyp #青春 #intp#情感树洞,228,情感故事,青春随笔
11,“成长是偷走夏天的小偷”,我也以为夏天会慢慢变好的，树木会更葱郁，阳光会更干净，风声和雨声清晰又动听，直到岁月从我眼前奔走而过，年少时亲手设计构筑的夏天彻底崩塌，烟尘四起。我没有呜咽，没有嚎啕，也没有歇斯底里。直至此刻，我已经变得平静、柔顺，也终于确信：成长是偷走夏天的小偷，所有盛大的幻想终究是难以敌过时间和现实的刀刃。 	 时间从十八岁碾过、撕扯过，留下了很多细密的疼。夏天是闷热的、潮湿的，蝉鸣是吵嚷的，我停止了一切幻想，接受了夏天只是夏天的真相。 	 夏天，只是一个季节。 	 #夏天 #成长 #遗憾,2315,情感故事,青春随笔
12,“夏天适合畅想明亮”,我们不要辜负长夏，不要辜负白昼和晴天。 	 #随笔 #夏天 #成长 #高校诗歌创作联盟 #信件 #肆意地感受夏夭 #友谊地久天长,362,情感故事,青春随笔
13,期末复习总让人有灵感,复习的时候，打游戏，会心慌，放下手柄，觉得时光虚度。但写东西不会，像是回到高中晚自习对着草稿纸发呆的时候，特别满足。 #随笔 #期末复习#记录#bg#薄荷,5404,情感故事,青春随笔
14,我从何时开始爱你,去谈论开始喜欢一个人时间是件很困难的事情。 从这端遥遥地望向开始那端，一种近视的模糊，本能的话语缺失。很难找到开始的那个的端点，汹涌的爱意来临之前也不会有任何体感上的征兆，蚂蚁不会在马路上搬家。 所谓喜欢，更像是在乌鸦喝水，每一个心动的时刻是一颗石子，一颗一颗投进去。当水位终于上升到满溢，水流顺着杯壁作流泪状汩汩留下，才心下轰然，觉察那是爱。 	 #文字 #我被文字打动 #爱情 #暗恋 #爱永远是突然降临的 #原创,7713,情感故事,青春随笔
15,“我的青春是朴素的”,#云序言 #淼嘉恋专属话题 #随笔 #青春是一本仓促的书 #这就是青春 #那是我再也回不去的青春 #青春是那么美好 #我的青春落幕了 #青春是一场盛夏 #我的青春回头看了我一眼,21811,情感故事,青春随笔
16,我们无法预知某一瞬间的价值直到它成为回忆,"- 	 看了余华的节目，他谈到青春，真是让我又哭又笑。 	 在余华看来，人的记忆是有选择性的，青春也是可以自己定义的，只要让你愿意记住的，就是青春的起点。 	 他心里的青春，从27岁发表小说开始。27岁以前天天给人拔牙的那段人生他无法称之为""青春""。年轻时他也曾怀揣成为歌唱家的梦想，每天凌晨到海边练声，反倒被村里人误以为山中闹👻，只得狼狈放弃。 	 可他说，正是那些不切实际的梦想，才让青春显得生机勃勃。倘若每个梦想都很实际，那就不叫梦想了。 	 余华也有青春的遗憾。有次搬家时嫌书信麻烦，烧掉了一大箱的信件，其中有十多封史铁生的信。那部分珍贵的记忆没有了，这长久的懊悔，成了他回忆里特殊的一段。 	 - 	 关于青春，40岁的仁科认为，此时此刻便是一个人的青春；精 选 创作者特厨隋坡坦言，自己没有上过高中，十八岁误打误撞进入后厨，选择在烟火炉灶里开启了人生篇章。 	 他们的青春都没有被年龄所框住。 	 所以《一个文学的午后》让我想明白了：不必纠结年少碌碌无为，也不用困在过往的缺憾里内耗。我们可以筛选记忆，和灰暗的过往和解、放下糟糕的从前。 	 人生没有迟到的青春，每一个奔赴热爱的当下，都能成为青春崭新的起点。 	 #余华 #一个文学的午后 #青春 #青春回忆 #人生感悟 #文字的力量 #2026高考季 #高考前最后叮嘱",164,情感故事,青春随笔
17,“我们都被困在了十七岁的走廊里”,那时候，总觉得生活太难，可现在想来，被安排、被催促、被明确“该做什么、不该做什么”的时候，竟然是一种奢望的幸福。 他们说高考之后，一切都会好起来。可入了大学后，当不同口音在宿舍碰撞，当五湖四海的生活习惯大相径庭，我才发现，高中时的秩序感，早已是一种不可复刻的温柔。 大学或者工作后，没有人关心你坐在了哪里，没有人检查你听懂了哪一部分的课，没有人耳提面命告诉你“期末考这些重点”，更没有人追着你喊“功课写完了就该睡觉”。 一切都断开了，就像你和父母见面的频率从“每天”变 成了“按月”，和朋友们的久别从周末，变成了一年。 我们变成了大人。 大到再也找不到那种无需试探就能并肩的默契。我们梦里的操场，能重现的，只是高中，无解的数学题，白杨树的绿浪，还有那些操场上无数次顺时针绕行的步伐。 那一刻我明白了，我们无法同时拥有青春，以及对它的感受。 #原来我们就是青春 #成长 #治愈 #回到十七岁 #原创随笔 #情感 #校园 #那是我再也回不去的青春 #我无比庆幸此刻年少 #年少时的我们 #小红书游学团 #生活荣誉博士 #生活走读生 #约稿,15312,情感故事,青春随笔
18,然夏天仍是夏天,青春十纪的故事似乎总聚焦于具体的夏天，朦胧又清晰。夏天是自由蓬勃，像被人抱着转圈一样热烈，生命力疯长。夏天是漫出泡沫的啤酒，是吹来满足的海风，是散步偶遇的浪漫，当然耳机里还得放着summertime的live版。 	 我浸泡在初夏，却对将至的热夏没有半点期待。我对夏天最真实的记忆是无尽的雨季，深蓝色气旋压得人喘不过气来。柏油马路的沥青味，潮湿的霉味，阴沟反臭，人海中的肉夹气，恐怕五点早起的小鸟闻了都想吐，蚊子闻了都吸不动血。或许因为在深冬出生，夏天总让我感到烦闷，粘稠，难以扎根。流不完的汗与泪，意识被烈阳晒成空白，想法在炽热中收窄。我像闯入家中的蜜蜂，一次次撞在生硬的玻璃上，窗户似铁丝网般将我包围。而且似乎夏天一过我就得长大，然而夏天难以走出，死结未解，新生未临，在一双双眼睛下，艰涩又尴尬。 	 三岛说，“夏天”这个词本身就使人联想到“死”和“糜烂”。晚夏明丽的霞光，也含着糜烂的火红。我只奢求在这样的季节能活得流利一点，能躲在凌霄花后，永远“不要被命运找到”。 #文字 #感想 #热门 #夏天 #讨厌夏天,1949,情感故事,青春随笔
19,“我觉得二十二岁是最擅长告别的年纪”,人生的归属感不过是暂时的寄托，能与谁共鸣、能在何处安放自我，都需要一点点放下执念的勇气。 成长好像是一座飘在风中的客栈，总有人暂住、有人远行，樶后只剩下自己，和并不算沉重的影子。这个年纪里，很难拥有稳定深度的关系，大家都像是候鸟，下一个停靠点尚未可知，也许前一刻还热络相谈，后一刻就各奔东西。久而久之，我们学会在告别中成长。 我相信，生活本身即是一场场有始无终的迁徙。不同的机场，不同的安检口。我的生活在大地的经纬间不断转场，从熟悉到陌生、从欢笑到沉默、从相逢到分离。提着行李箱穿梭在航站楼之间，手机里存着零零散散的道别短信，去往新的目的地，却总有一些难舍的过往被遗落于原点。@热点薯 @小红书创作助手 #治愈 #成长 #原创随笔 #毕业总是会有遗憾的 #青春的遗憾 #随笔 #青春是一本仓促的书 #文字 #那就好好道别 #原来我们就是青春,245,情感故事,青春随笔
20,走进明亮且永恒的夏天,亲爱的朋友 人生不乏可爱且美妙的日子 希望你顺利到达要去的地方 到了以后幸福美满 #随笔 #原创 #成为更好的自己 #做自己#浪漫生活的记录者 #人到底能感受多少回夏天 #所有美好都发生在夏天 #做自己 #黎时希 #人生是旷野,854,情感故事,青春随笔
21,“泪水其实很伟大”,#文字 #随笔 #原创 #备忘录文字 	 年少时，你视泪为卑怯的标签。每一滴清泪沿着咽喉往下沉，坠进胸腔，坠进心脉，一滴，两滴，千千万万滴——它们在那里汇聚成一片不见天日的暗湖。那片湖没有名字，没有声音，甚至没有来处，它们只是沉默地存在着，日日夜夜替你承受着无法言语的重量。 直到沉睡的泪水苏醒。你开始毫无征兆地哭。听歌时猝不及防的共鸣，看故事时感同身受的悲戚，与人交心时猝然涌上的酸涩，都成了泪水倾泻的契机。哭过之后，身体会变得很轻。那些堵在心口的、咽在喉咙里的、说不清道不明的郁结，被泪水一点一点化开，顺着脸颊滑落，落地蒸发。 世人总说哭泣无用，可泪水的伟大，不在于改变世事，而在于接纳所有不堪，拥抱残缺的自己。让你终于不必再伪装坚强，不必再为哭泣感到羞耻。每一次落泪，都是在把那些年流进心里的泪水，一滴一滴地悉数归还。 所以我想，我会一直哭。 直到泪水裹挟所有苦楚奔流，心底再无阴霾。 直到泪水流过的地方，生出柔软的脉络，赋予我新的勇气。,14084,情感故事,青春随笔
22,“这些，才是被称作青春的东西”,等你们长大后，回想起高中这三年，你们根本不会记得自己学到了什么，只会想起一些停电的夜晚，食堂某天做得特别好吃的红烧肉，还有全班同学一起看过的影片，这就是后来被你们称作青春的东西。 ps.上面是网传小说里的一段话。 #原来我们就是青春 #2025高考季 #高考应援团 #成长 #原创随笔 #治愈 #情感 #高中 #校园 #约稿展示 @校园薯,3439,情感故事,青春随笔
23,“如果我们的因果注定折散于十七岁长夜”,我或许就不会轻易提及离别。 	 #原创 #随笔 #情感 #文案 #文字的力量 #暗恋 #遗憾 #青春 #infj #infp,16069,情感故事,青春随笔
24,在青春期要见识一些真正宏伟壮丽的东西,初中有一年跟着家人旅游，路途睡在彻夜行驶的大巴上，半夜被暴雨惊醒。我趴在窗边的水幕舍不得眨眼的看，当时行在四周无人的旷野，两边飞快穿过树的黑影，只有接连从天上炸到底的灿烈的电光，一道道当真得照得像白昼那样，和惊彻磅礴的响雷，狂烈呼啸的风和摔打车窗的暴雨。我在其他人酣睡的沉默的车厢里看，还年轻，不懂这是什么感觉，只在无人回应的夜里感到一种眼眶发热的畅快。 	 #青春期 #生活,7905,情感故事,青春随笔
25,我以为我不会怀念那个夏天,我的青春如此普通，我的青春如此苦涩，我的青春啊，我为什么还是会怀念你#原创 #RED新生代创作大赛 #文字复兴单元 #回忆涌上心头 #怀念那年夏天 #那年的夏天 #怎么不怀念呢 #高中 #高中回忆录 #我以为忘了想念,33,情感故事,青春随笔
26,韩国文学温馨疗愈的句子…,首尔青坡洞有一家叫Always的便利店，它always商品短缺、always人手不足，被街坊邻居吐槽是“蕞不便利的便利店” 	 可就是这样一家“不便”的小店，却成了无数失意者的落脚地： 	 失忆流浪汉独孤，从流落街头到成为夜班店员，笨拙却真诚，用一碗热饭团、一杯玉米须茶，悄悄接住每个崩溃的人； 	 毕业即失业、焦虑到神经衰弱的“首漂”，在便利店的烟火气里，慢慢找回前行的勇气； 	 生意濒临倒闭、却固执不肯做外卖的烤肉店老板，在几句唠叨的开导中，解开了心结； 	 叛逆又孤独的高中生，在这里找到了逃离压抑家庭的小小角落，重拾对生活的热爱… 	 作者金浩然的笔触很细腻，喜欢看《请回答1988》或者《深夜食堂》的小宝们，建议你们去看这本《不便的便利店》！！ 	 ps：每次看到美食描写的时候我特别希望自己旁边有一份炸鸡🍗...书摘图片我放在下面！ 	 #infp #书摘 #金句 #文学 #韩国文学 #治愈 #情感共鸣 #阅读马拉松 #惊艳到你的句子 #我会被文字打动,692,情感故事,治愈文案
27,一些充满能量的句子3.0✨,最后，应该向前，继续向前 我期待这个春天。 #我被文字打动 #文字的力量 #句子分享 #自我成长 #高能量 #有力量的话 #磁场 #治愈 #infj,4784,情感故事,治愈文案
28,治愈系文案｜一些很温暖不内耗的文字,🌿生命如此短暂我们没有时间 去争吵、道歉、伤心、斤斤计较 我们只有时间去爱， 一切稍纵即逝 ——马克·吐温 🌿如果你赶不上凌晨五点的日出 不妨看看傍晚六点的夕阳 我的意思是任何时间都不晚 🌿人生没有幸福不幸福 只有知足和不知足。 无病无灾就是福泽，温饱无忧就是幸事。 至于其他， 有则锦上添花，无则依旧风华 赚钱的目的是为了更好的生活 而生活的目的不仅仅是赚钱。 不要和别人比生活，生活永远比不完。 🌿每个人都有属于自己的一片森林 也许我们从来不曾去过， 但它一直在那里，总会在那里。 迷失的人迷失了， 相逢的人会再相逢。 ——村上春树 🌿生为冰山， 就该淡淡地爱海流爱风 并且在偶然接触的时候 全心全意地爱另一块冰山。 ——王小波 🌿雨过天晴，终要好天气。 世间于我于万种欢喜， 沿途逐枝头怒放， 全部遗漏都不要紧 得你一枝配我胸襟就好 ——张嘉佳 🌿在岁月，我们走过了许多春夏秋冬； 在人生，我们走过了许多冷暖炎凉 我总相信，在更深更广处 我们一定要维持着美好的心 欣赏的心 就像是春天想到百合 秋天想到芒花 永远保持着预约的希望。 ——林清玄 🌿逝去的从容逝去， 重来的依旧重来 在沧桑的枝叶间， 择取一朵明媚，簪进岁月肌里， 许它疼痛又甜蜜。 ——汪曾祺 #经典摘抄 #文案 #句子 #温柔系治愈文字 #打动人心的句子 #令人惊艳的句子 #好句分享 #暖心句子分享 #治愈的文字 #分享好句,3054,情感故事,治愈文案
29,生命感 淡淡 文案,#生命与自然 #文案 #温柔系治愈文案 #infj的世界 #治愈文案 #忧郁感 #生命力 #分享文案 #文案分享,1994,情感故事,治愈文案
30,更大的世界会稀释痛苦，也会稀释爱。,原作者：@梁州 	 多年前的夏天，在大树下第一次听见蝉鸣时喜悦的时刻，已然是上个世纪的回望了。更大的世界会稀释痛苦，也会稀释爱。 	 #阅读 #女性成长 #分享 #明亮的夜晚#知识 #生命的意义在于感受 #那份具象的爱 #慢慢理解世界 #这个世界会好的 #爱我缓慢向上的勇气,24504,情感故事,治愈文案
31,一些幸福的meme🍀,我喜欢淡淡的生活 淡淡的情绪 淡淡的心情和简略的语言 就像雨滴落在地面没有任何痕迹 我喜欢这样平静的生活 淡淡的就会减少很多的痛苦 淡淡的就顺顺的 #韩语meme#幸福#幸运#分享图片#淡淡的幸福,1397,情感故事,治愈文案
32,我要稳稳的幸福,自存一些有生命力和幸福感的文案！！#我要稳稳的幸福 #做坚定的幸福主义者 #愿我们都能站在幸福里 #文案馆 #文案分享 #文案,10171,情感故事,治愈文案
33,就这样淡淡地记录 ㅇㅅㅇ/。,1.今天也是阴天。老天想不开的时候就会这样。 2.要么写 要么不写。我的意愿是写。 3.像玩文字游戏一样的 我的日记被我玩。 4.其实我这一生要做的事情只有三件：①好好休息 / ②好好学习 / ③好好体验。 5.但我擅长的事情：把简单的事变复杂。 6.更擅长的事情：对复杂的事情生气。 7.( ̀⌄ ́) （被气笑就会变成这样的人） 8.骗你的。我其实什么都不想做。但真的什么都不做的话我也会生气。一生气就会容易想哭。想哭就会泪如雨下。那我是什么？雨刮器吗？ 9.想祝你幸福很久。这句是真的。 10.凑十全十美来的。以上。 	 / ：#懒人日记  #文字  #随笔  #发疯文学  #一些有的没的,10741,情感故事,治愈文案
34,“天呐，好喜欢这段话”,要永远年轻，永远热情，永远不会听话，要大笑，要做梦，要与众不同，人生是一场伟大的冒险。 	 一个人可以想去哪里就去哪里，喜欢什么就吃什么，你的身心将重获自由， 你的时间和空间也都可以由你尽情支配， 你的幸福感会喷涌而出。 	 爱情是你自己的品质，是你自己的心魂，是你自己的处境，与别人无关。爱情不是一个名词，而是动词，永远的动词，无穷动。 	 我爱这悠长的旅途，可以从容地想你。 	 #分享好句 #文字也有力量 #好句分享#永远会被这段文字打动 #文字语录 #永远被文字打动的 #句子分享 #被文字治愈 #好句 #文字,1327,情感故事,治愈文案
35,加缪笔下清醒治愈的阳光哲学,加缪的哲思，如冬日的阳光，温暖治愈，又不失锋芒。 	 1. 对未来的真正慷慨，是把一切都献给现在。——《鼠疫》 	 2. 在寒冬，我学会了这个真理：当无力改变风向，就调整帆的角度。 ——《瑞典演讲》草稿 	 3. 爱不是寻找完美的人，而是学会用完整的眼光看有缺陷的人。 ——《堕落》 	 4.我并不期待人生可以过得很顺利，但我希望碰到人生难关的时候，自己可以是它的对手。——《加缪手记》 	 5.爱是没有界限的，如果我能拥抱一切，那拥抱得笨拙一点又有什么关系。——《置身于阳光与苦难之间》 	 6.真正的救赎，并不是厮杀后的胜利，而是能在苦难之中找到生的力量和心的安宁。——《加缪语录》 	 7.一个伟大的行动和思想，都有一个微不足道的开始。——《西西弗神话》 	 8.真正的坚韧不是不曾跌倒，而是在严寒中依然能唤醒内心的夏天。——《夏天集》 	 9.所谓清醒，就是亲手砸碎他人为你定制的生存剧本。——《局外人》 	 我是耕霖，很荣幸隔着屏幕认识远方的朋友。你被哪一句给治愈了呢？评论区来告诉我～ #读书摘抄 #经典文学名著 #美句摘抄 #我被文字打动句子 #自我成长 #自我提升 #自我认知 #治愈 #治愈自己 #经典语录,1110,情感故事,治愈文案
36,低谷期救赎文案 | 支撑你走过暗淡时刻✨,. 当身体扛不住的时候 意志会带你杀出重围 . 你已经跌到谷底了 接下来的每一步都是上坡路 . 如果没有天赋 那就一直重复 . 摸摸心跳 那就是最好的证明 所有未能摧毁你的 正在秘密锻造你 . 疼吗？疼就对了 这说明你还在感觉、还在活着 还在通往救赎的路上 . 风雨扑打你的窗 不是要摧毁你 是为了洗净玻璃 让你看清自己多像钻石 . 救赎不是突然的拯救 而是每天把自己 从深渊里拉出五厘米 重复三千次 . 隧道尽头一定有光 即使你此刻看不见出口 再走十步，再走十步 光就在那里等你 . 你摔落的坑洼里 后来都成了救人的台阶 今日的伤疤 是明日为他人的撑伞 . 不要一直责怪 过去的自己 他曾经站在雾里 也很迷茫 . 低谷不是终点 而是你重新校准 自己的坐标 大地最黑暗时 星星最清晰可见 	 #低谷期心态调整 #治愈低谷时期的你 #自我成长#低谷期 #救赎 #一句话陪我过难关  #支撑你走了很久的一句话 #分享 #人生道理#一句话的力量#女性成长 #励志文案 #短句文案 #暖心句子分享 #分享好句 #生活美学 #女性智慧 #此心安处 #短句,2329,情感故事,治愈文案
37,莫辜负茶 汤 好天气,/ 你花了整个童年学习如何蜷缩起来不碍事，如今需要花时间重新伸展四肢，去感受自己在天地间本应有的位置。世界不再是你记忆中的模样，而你也不再需要为存在本身道歉。 	 人生忽如寄，莫辜负茶、汤、好天气。 	 谨慎地拥有，珍惜地使用，勇敢地放弃。 	 在我有生之日，做一个真诚的人。不放弃对生活的热爱和执着，在有限的时空里过着无限广大的日子。 #手写 #摘抄 #文字 #文案 #排版小动物 #治愈拼贴 #波点控 #古早味 #我被文字打动 #4605_,29664,情感故事,治愈文案
38,每日文摘｜那些被夏天吻过的句子☀️,🌿夏季与我们的生命曾是同一种质地。 ——勒内·夏尔《愤怒与神秘》 	 🌿未来像盛夏的大雨，在我们还不及撑开伞时就扑面而来。 ——刘慈欣《三体》 	 🌿我是否可以把你比喻成夏天？虽然你比夏天更可爱更温和。 ——威廉·莎士比亚《十四行诗》 	 🌿在六月初，草木的世界骤然迸发，每一个日落都独一无二。 ——约翰·斯坦贝克《我们不满的冬天》 	 🌿短暂夏夜烧化了，绿谷中升起湿气，千百树木的汁液在沸腾。 ——赫尔曼·黑塞《克林索尔的最后夏天》 	 🌿不但春妍夏亦佳，随缘花草是生涯。 ——杨万里《夏日绝句》 	 🌿我只需咬开一颗草莓的紧实，就能看见夏天——它的尘埃与低垂的天空。 ——托妮·莫里森《最蓝的眼睛》 	 #生活在诗中流淌 #每日文摘 #小红书年度诗篇 #句子控 #属于夏天的诗 #浪漫生活的记录者 #每日书摘 #素材 #惊艳到你的句子 #分享好句,1442,情感故事,治愈文案
39,我们只是跋涉，不用琢磨太多,可不可以有一些时刻，我们就在一片空旷中闲坐，不谈具体，无所谓现实的任何，清晰的东西太多了，转瞬即逝反而像一种把握，你在想什么？想我们只是跋涉，深一脚浅一脚，呼吸错落，从前和以后都不复存在，看见我吧，也关心我，不用琢磨太多,10930,情感故事,治愈文案
